epoch,train_loss,val_loss,time_elapsed_min,epoch_time_sec
1,1.0883396974551198,0.8486105720951872,1.445977751413981,86.75847387313843
2,0.7251540143086836,0.7438254380282366,2.7167401115099588,75.80654811859131
3,0.6440631052562813,0.6881931613919869,3.898575508594513,70.48655939102173
4,0.597304857333783,0.6557432683009021,5.092319659392039,71.19833564758301
5,0.5655485557537552,0.6408670657085922,6.273552350203196,70.44920325279236
6,0.5422527368926833,0.6268165495316937,7.4850149591763815,72.25694990158081
